SquareFootage,BackyardSpace,NumBedrooms,AgeOfHome,SchoolRating,RenovationQuality,Price
550.0,57.27,1,36.95,5.66,3.07,95067.28153
1507.28,766.22,4,32.77,6.27,6.0,551047.2345
550.0,680.53,3,85.3,6.26,4.4,93963.58358
667.13,504.07,2,2.52,9.07,4.26,312594.3837
1105.77,64.51,2,0.51,5.64,1.15,244610.7551
1380.55,196.27,3,40.3,7.28,2.03,477219.5197
1192.28,802.71,3,24.0,7.12,8.22,342939.5367
550.0,816.83,2,1.96,7.23,0.67,95856.1153
1269.76,1009.57,3,42.51,6.62,4.73,541235.5038
926.57,138.13,4,84.76,5.13,5.81,537982.891
550.0,288.76,3,101.52,7.16,4.15,170808.2439
1178.57,366.6,2,96.47,8.31,5.34,244009.9532
1092.1,671.69,2,8.79,7.43,5.1,222140.2512
1022.56,588.03,3,66.28,9.69,6.62,254840.1404
550.0,481.26,3,18.74,4.41,2.59,98056.79277
1530.81,872.41,4,11.35,7.8,8.97,317672.2156
2163.35,929.43,4,51.36,10.0,7.87,463689.7188
1450.43,892.14,2,2.39,6.95,5.12,195341.3991
1743.58,249.13,3,18.96,10.0,7.13,474816.6255
1036.05,577.03,3,58.88,5.18,4.77,446542.03
550.0,172.48,3,44.76,7.98,2.77,198672.4582
1055.65,592.62,1,33.73,7.0,3.43,244504.4305
1171.54,739.56,4,53.26,9.08,6.53,393259.0021
734.98,349.9,3,59.1,5.17,3.51,248310.5492
1128.16,931.8,2,14.14,8.07,5.1,175701.0941
1131.51,374.16,2,103.67,3.48,4.47,204755.9384
940.02,595.3,2,16.67,5.49,2.44,195416.5331
975.57,197.27,2,79.16,5.7,4.4,135333.7626
747.48,398.93,3,15.5,9.14,3.92,254110.0525
585.81,873.1,2,93.09,5.41,2.81,187420.2746
550.0,575.71,4,7.52,8.05,5.33,383541.8907
1703.66,453.99,4,41.23,10.0,7.64,499542.613
902.27,745.2,5,10.92,8.73,4.81,702265.437
1695.37,599.6,5,17.73,10.0,6.56,591930.0137
1314.72,424.09,4,12.22,7.73,5.32,230285.191
550.0,237.74,4,20.72,9.86,4.96,272823.1207
827.25,361.58,3,32.58,7.04,5.54,249268.1619
1159.68,695.59,3,7.37,6.22,6.89,257438.9156
1096.07,432.12,5,23.02,9.92,5.49,466401.4281
550.0,447.96,2,48.11,4.81,2.4,146268.2679
550.0,673.1,3,36.74,6.61,2.11,201890.2908
1276.99,460.49,4,32.18,8.13,5.37,240045.8232
1156.34,750.87,2,91.68,6.14,3.49,339091.8612
885.44,259.07,4,81.36,9.44,6.59,351210.4303
902.24,350.81,4,42.79,6.9,5.38,256372.5145
1511.89,361.83,3,16.69,8.16,6.21,618110.2488
550.0,385.89,3,35.9,3.36,1.12,113299.4671
1201.96,917.7,2,47.68,6.12,2.27,240851.9783
1399.62,327.22,3,51.08,7.9,2.56,265397.8247
891.59,213.04,2,8.43,5.8,6.12,322496.1499
792.58,669.85,2,9.86,5.78,5.13,154546.2588
1138.98,97.15,4,19.46,7.61,5.12,355509.5762
1074.5,230.39,3,30.13,8.75,6.32,479105.0217
1417.73,1065.12,4,34.59,9.53,7.37,503702.0815
1016.92,255.18,3,15.09,5.46,4.44,400789.3699
1138.0,300.71,4,12.93,10.0,6.62,416597.0363
862.05,869.53,4,29.08,8.65,3.04,321147.6717
801.11,245.59,4,93.89,8.62,7.63,409672.2311
737.11,197.47,4,78.19,7.56,5.13,463029.2579
1756.7,620.18,4,17.55,9.87,6.02,428899.4386
550.0,398.49,4,27.68,5.28,3.81,314818.9064
1427.16,158.07,3,50.85,10.0,8.77,277255.8684
550.0,1341.99,3,49.34,5.38,2.87,140842.3883
550.0,477.44,3,5.32,4.65,0.34,109087.4478
1273.14,1115.4,3,12.27,8.75,2.29,269688.4728
1278.89,754.9,3,61.85,6.24,6.48,215665.2148
1465.35,588.34,3,49.88,7.14,4.23,469333.7639
1103.23,158.94,2,46.14,5.69,4.88,193712.9455
1559.91,688.92,4,14.28,9.45,6.7,309141.3191
550.0,561.33,3,21.65,4.58,2.28,220315.6302
878.21,727.94,1,5.44,7.57,5.67,103727.154
1454.36,643.19,2,42.47,10.0,5.0,476261.3868
876.67,117.86,4,4.85,5.49,6.32,243722.0049
849.06,31.41,2,47.77,6.26,5.21,157550.5442
1055.31,203.97,5,86.51,10.0,2.72,449192.4444
1473.2,323.36,3,54.82,9.0,8.31,273769.0828
1089.88,609.84,3,53.27,7.1,5.34,383798.3606
984.42,418.85,4,32.14,7.93,3.87,172227.7567
995.68,110.33,3,9.83,7.35,4.33,275767.8705
613.33,970.35,4,106.31,7.67,9.3,420255.3959
564.44,667.33,1,7.11,6.11,2.27,92151.74651
1657.16,569.12,2,47.24,8.79,5.91,297714.1583
2295.73,153.98,3,53.56,8.99,6.44,465411.917
550.0,243.95,3,53.54,4.95,3.12,234150.2392
924.7,918.36,4,82.47,8.07,3.47,257273.9223
550.0,802.22,3,12.35,4.36,3.47,97427.25678
1153.69,509.64,6,63.0,10.0,4.86,767721.1084
1301.39,432.03,2,21.04,3.77,3.89,320500.8382
850.91,517.28,4,0.2,7.29,5.18,312782.8059
943.89,463.69,3,25.75,8.58,6.84,446075.8762
550.0,458.77,3,131.75,6.39,4.82,164309.6409
648.46,831.01,2,108.21,3.03,3.57,174452.5836
1659.3,456.1,5,39.95,9.4,7.04,516020.9028
1109.34,113.07,3,48.09,9.29,6.73,202100.7793
1026.36,149.31,5,31.79,8.81,4.98,473382.5348
682.33,135.8,2,2.79,8.32,5.17,110864.4095
1261.06,590.21,3,23.85,5.51,3.95,327347.9656
952.97,240.46,3,37.74,8.17,6.38,400944.4919
1385.27,659.49,4,28.24,7.38,3.76,373346.7227
642.63,184.79,2,88.24,4.39,1.76,196620.752
652.25,683.35,3,17.09,6.67,4.05,154249.565
1140.39,143.04,3,70.95,5.77,1.3,218757.1645
550.0,331.56,2,73.67,3.49,1.33,283028.7124
681.71,182.99,4,32.25,4.69,3.41,308120.0689
550.0,190.27,5,32.31,10.0,5.48,377092.29
2061.42,570.44,2,74.53,8.5,6.03,226944.7235
890.09,269.05,4,54.09,10.0,6.93,498851.7088
670.91,582.2,3,48.79,6.03,3.53,471721.7656
996.24,117.07,3,38.86,5.76,0.72,340863.3536
1557.12,676.26,3,17.71,5.71,3.61,415436.8385
678.71,524.98,4,54.64,6.63,4.79,257606.4882
1199.79,798.36,3,82.9,7.65,5.91,153573.3276
1198.92,376.65,2,17.51,2.47,3.18,201622.4738
1251.03,532.89,3,75.32,5.65,2.26,324848.6239
1587.13,947.19,3,3.49,7.61,7.67,520671.8883
550.0,237.86,4,97.71,6.93,6.86,459045.6798
550.0,793.43,2,41.49,7.29,1.34,181434.0593
579.11,503.17,3,112.41,5.05,4.48,158116.3485
714.24,12.89,2,85.2,4.77,0.09,113935.0884
1709.18,650.0,4,11.68,10.0,10.0,452654.1891
895.85,935.71,4,88.11,7.32,6.07,218601.7834
1152.58,103.59,3,47.04,6.79,5.79,211649.1352
550.0,108.1,3,105.65,4.81,2.18,161330.406
1124.14,676.66,3,12.43,4.83,2.04,324782.6328
1724.89,734.3,3,31.7,4.41,3.41,434970.7078
550.0,256.21,3,11.13,7.03,3.8,112980.7449
1133.71,565.32,5,55.63,6.39,7.2,425157.08
625.88,314.46,2,52.93,7.61,4.35,138602.8269
1384.97,699.9,2,70.86,8.9,7.43,168483.329
976.35,841.37,3,70.82,7.88,3.76,230173.566
550.0,205.84,3,66.47,6.23,1.08,156294.8951
550.0,1188.94,4,28.98,7.04,3.83,189162.786
1648.37,46.28,2,21.08,7.86,4.69,253476.2673
975.2,505.11,3,7.75,7.15,5.79,302975.6561
650.07,2.2,3,70.17,5.96,4.43,247180.2754
724.62,864.6,3,34.53,6.32,7.25,255230.9738
1250.06,536.38,2,99.15,5.36,4.14,371325.8584
1419.79,630.85,2,97.86,5.68,3.8,146124.9394
550.0,342.05,2,11.35,3.79,4.98,104735.1932
825.43,452.41,2,97.62,7.29,4.89,116907.4444
1267.94,791.68,5,60.93,8.24,7.26,717578.6979
550.0,792.92,6,66.89,9.17,3.53,432952.5713
2240.87,410.31,1,109.39,5.91,6.28,282253.0256
1026.14,734.29,3,52.25,7.87,2.93,157531.1689
1009.33,368.76,4,61.64,8.34,6.3,492566.1352
1966.16,372.11,1,3.39,4.56,2.8,206191.2904
1001.9,600.67,4,109.23,6.72,6.41,481402.8049
653.45,446.32,2,37.8,6.19,4.19,165108.6084
1403.85,48.21,3,9.46,10.0,8.27,297382.5679
720.92,713.3,2,110.21,6.35,5.09,262980.2794
896.7,314.71,3,105.47,6.64,2.97,171613.4246
934.57,346.34,1,45.2,7.52,4.1,106645.3587
1865.22,253.31,3,28.62,10.0,8.44,469389.2362
805.65,539.13,1,21.07,3.45,4.79,97058.08872
550.0,811.75,4,68.45,5.49,5.38,205937.7401
1383.96,622.16,4,47.43,6.56,4.06,376242.2191
663.24,181.82,2,19.88,6.43,5.29,398689.0703
2015.84,1027.66,5,68.99,9.63,5.52,369749.0723
1593.51,824.79,2,35.77,4.99,3.64,262871.0421
782.9,34.53,3,28.31,6.38,1.35,290802.8624
2398.23,717.29,5,11.96,9.23,6.04,878270.4815
1578.04,162.12,4,53.82,7.9,6.26,461560.2178
1004.49,656.32,3,35.4,6.08,2.84,324387.7875
997.36,1315.33,3,6.16,9.29,6.04,191370.9394
929.41,669.98,3,48.78,8.63,4.61,228871.9721
1258.89,756.43,3,10.92,8.33,5.16,413696.176
1011.74,959.36,3,29.87,7.06,7.69,148852.0295
1484.17,540.02,4,86.08,6.51,8.68,607617.5735
550.0,922.02,4,16.53,5.88,4.35,309475.7389
635.71,212.83,5,109.18,8.52,7.42,290743.0373
1049.26,839.33,4,55.2,8.98,4.9,277934.3181
550.0,26.76,2,64.53,5.96,1.5,114524.9105
1496.53,249.92,5,12.95,6.9,5.63,403001.0933
1162.89,324.98,4,23.05,7.03,6.68,504229.4659
550.0,575.64,3,97.6,5.75,2.42,163575.4804
690.05,446.66,1,71.1,5.87,2.79,153535.3657
804.9,371.24,3,91.18,8.44,6.48,212943.7066
1065.81,497.32,2,64.97,6.61,3.62,277441.6937
915.33,404.85,4,30.86,6.52,5.36,446406.9359
1920.34,972.2,3,21.24,10.0,6.96,573920.1164
1068.86,190.67,3,23.14,7.06,3.31,189396.4227
1175.28,557.65,4,39.81,6.96,6.8,441280.179
550.0,1018.14,4,7.94,6.77,7.05,337640.8887
550.0,500.92,2,14.3,8.11,3.32,98513.09269
781.76,459.17,5,17.66,9.09,6.67,379212.9742
1987.99,485.32,4,95.58,10.0,8.1,347345.675
1575.75,399.43,4,17.91,8.22,5.66,579785.4694
1722.27,182.64,3,64.29,10.0,5.26,257522.3403
846.6,475.88,3,85.61,7.36,2.97,244850.0049
661.87,752.58,4,26.02,4.69,5.14,354263.9805
550.0,759.08,5,21.15,8.08,7.2,475262.5456
907.68,140.1,3,0.83,7.47,4.97,157501.3561
1225.45,163.7,3,41.6,8.85,5.14,327189.4572
550.0,68.17,3,46.67,4.12,3.23,208975.1804
550.0,805.51,3,92.68,8.24,3.62,168431.4026
550.0,1088.51,4,52.74,7.49,5.26,421524.3866
1173.08,796.16,2,11.68,4.42,5.84,154990.6295
550.0,322.83,3,80.67,7.57,4.73,181631.6169
726.25,356.7,2,40.62,6.42,5.0,145468.7412
1366.27,43.72,3,28.66,5.89,4.3,365322.3062
1506.08,705.39,4,8.5,10.0,6.7,508240.4454
856.67,669.49,3,104.25,6.2,3.14,297070.034
1666.44,607.5,3,75.22,4.69,9.01,454453.7197
837.24,159.38,3,66.66,9.6,5.71,220849.5079
588.25,253.35,3,56.31,6.59,4.22,196117.0289
1470.97,253.54,4,72.28,6.49,5.25,300684.2367
1016.49,499.0,3,68.21,8.6,6.99,298345.4482
1152.85,56.09,3,66.99,4.81,5.47,354524.7111
1084.17,719.87,2,85.57,7.25,0.68,158471.7514
1807.95,497.24,3,91.15,9.89,7.42,369438.1439
550.0,193.11,3,47.25,6.7,3.12,90122.38554
1165.21,504.28,3,34.69,8.38,7.27,326008.5763
585.01,536.05,2,65.9,8.87,5.3,225542.0184
550.0,24.75,3,90.37,6.53,5.57,206050.2198
550.0,623.76,2,29.17,3.35,4.02,158839.4141
850.67,356.65,3,68.68,8.29,5.77,413218.8644
1230.48,16.45,3,19.58,4.62,4.58,197193.796
1036.2,200.87,4,35.33,4.69,3.7,273247.2535
550.0,614.44,4,58.42,5.89,1.25,262492.94
2816.76,713.65,1,2.73,2.05,3.12,562484.0227
1522.63,420.15,5,1.28,8.62,5.39,349391.2377
600.38,104.02,3,12.59,7.23,3.11,159395.7219
550.0,382.59,2,115.79,7.55,3.47,203564.234
897.24,981.44,3,7.01,6.03,5.74,354353.6387
754.31,778.7,4,24.07,4.17,5.03,161533.5785
1289.57,750.31,3,54.58,10.0,6.52,283822.2283
1063.24,651.54,3,9.72,6.52,4.72,144490.858
696.07,363.82,2,2.3,4.38,1.99,182140.9594
795.11,892.19,4,55.03,9.21,6.36,459567.602
912.52,208.85,2,15.59,8.44,2.53,279109.5484
857.66,403.3,4,97.92,8.16,3.71,363057.9952
1258.83,706.86,2,2.71,6.09,5.2,300974.5539
1676.03,663.92,5,76.0,8.0,6.73,362917.3377
813.95,923.03,4,18.46,8.29,4.99,343937.572
788.01,82.89,3,6.21,5.52,2.15,258216.0685
576.91,501.05,2,84.42,6.77,4.41,91763.35075
872.78,351.0,3,25.18,6.55,4.43,380733.0623
2057.02,574.14,4,18.23,7.74,6.39,650641.7431
1651.12,636.95,2,25.21,5.98,8.34,303786.0932
688.09,385.88,3,68.12,6.38,5.22,344545.4984
550.0,799.8,4,6.82,6.61,4.97,174760.7324
1194.06,445.96,3,89.52,9.66,5.83,251945.1802
1449.62,361.41,4,114.63,6.85,4.79,644542.115
1447.61,986.6,4,111.62,6.88,4.21,597377.9812
1070.65,702.0,2,163.83,4.74,2.26,113867.704
1212.51,1372.63,1,14.8,4.79,4.3,300406.5819
550.0,337.9,3,69.62,9.6,3.73,330090.5606
1086.8,22.8,4,21.41,9.72,7.09,318574.1442
550.0,595.84,5,13.87,9.93,5.77,238916.7137
1165.33,218.34,2,98.74,5.93,6.11,193579.1699
833.44,80.76,3,47.19,5.44,6.57,341148.4504
960.37,535.83,3,4.92,6.39,3.84,321072.6461
805.92,506.72,5,33.74,7.63,7.07,381701.4755
550.0,174.0,3,104.79,6.03,6.84,173670.6252
1041.61,452.98,5,33.98,7.85,6.2,461667.4612
1523.17,1003.37,4,90.32,7.65,5.91,295342.0273
996.16,368.3,2,27.83,5.36,2.83,196765.808
857.2,556.04,3,48.03,8.75,4.03,260260.6374
758.47,233.15,3,1.05,4.69,3.01,263931.7455
550.0,270.78,3,80.52,4.63,1.87,293232.5093
550.0,1008.69,4,18.18,7.29,6.64,218397.4733
1316.87,438.96,4,39.9,7.3,6.67,475850.3779
1050.07,351.05,4,12.23,9.34,8.11,401135.7425
672.98,378.25,1,22.72,7.2,5.51,113721.45
550.0,394.66,3,78.51,4.56,3.5,146057.4532
1434.89,514.35,3,85.29,8.21,5.05,340862.5578
550.0,525.01,2,16.43,5.89,2.42,156453.1818
550.0,257.15,3,29.47,4.73,2.72,154177.1892
550.0,489.95,4,50.51,7.07,5.11,196785.7624
844.14,905.87,2,12.62,6.2,4.94,116731.4427
1053.33,377.9,2,71.5,7.5,5.68,222404.4952
1406.52,283.62,3,78.16,9.08,9.07,535479.8648
550.0,956.66,2,18.07,4.92,1.41,181909.8306
1022.52,327.59,4,74.58,9.07,6.08,415496.8971
550.0,282.17,4,78.8,7.16,2.66,298185.2356
1584.58,536.1,5,18.74,7.45,5.85,421852.2768
1608.94,378.38,5,18.1,9.94,5.9,473601.4141
1128.87,446.52,4,9.6,6.92,1.54,334716.2929
1274.43,434.25,4,65.87,5.92,6.57,575304.7083
1871.75,633.05,4,6.9,10.0,9.89,477452.2338
731.64,830.59,3,24.27,7.75,3.71,153829.4032
550.0,575.87,5,8.19,6.97,5.69,382171.5594
601.22,217.01,2,74.43,2.1,2.64,118599.8402
1810.83,801.94,4,56.97,8.33,5.16,575023.6845
550.0,684.38,3,6.45,2.69,3.39,248163.8659
965.59,721.2,2,9.17,8.57,4.12,268929.6573
1291.47,66.02,4,57.63,6.07,3.39,481639.5277
995.09,106.72,3,53.69,8.05,6.7,160415.9956
550.0,946.35,2,0.16,6.74,6.11,126134.1796
1383.97,392.49,4,39.92,10.0,8.55,488872.2089
550.0,185.55,1,28.39,5.23,3.68,384158.1752
550.0,700.38,3,86.36,5.48,2.14,121606.9623
1346.8,1243.9,4,68.64,6.24,7.08,564601.8115
1636.48,284.29,2,8.38,5.37,6.18,196541.7694
1445.21,107.18,4,2.75,10.0,5.55,363716.895
617.7,207.87,1,67.16,4.25,4.35,122427.5754
1415.76,880.55,4,117.42,8.79,5.36,416898.1012
1928.68,301.85,3,57.05,8.03,6.93,307135.0187
834.38,1248.14,3,61.38,7.19,7.24,264808.5711
933.54,403.69,3,73.09,5.87,5.22,397043.65
612.06,471.87,4,113.56,5.32,5.34,601100.0146
550.0,13.99,3,14.05,7.88,3.39,149985.9048
1643.35,546.83,3,29.02,5.77,6.81,502007.3141
634.81,623.14,5,8.96,8.15,7.73,411710.1671
1314.28,703.95,4,5.54,8.02,5.26,373416.1307
1758.77,808.22,4,39.84,7.05,6.78,1004323.974
1382.66,301.07,2,9.63,6.78,6.7,388416.6197
612.66,139.13,2,46.62,5.53,6.82,190849.8791
725.59,927.04,3,4.09,7.27,3.25,153165.0037
1648.57,731.02,1,19.15,7.26,7.32,165482.0594
663.52,479.65,5,29.31,6.73,4.55,354213.0866
1360.17,237.51,3,73.41,7.76,6.63,536376.4065
680.25,532.37,3,70.65,7.36,4.2,380064.2378
550.0,1160.63,4,16.87,8.86,5.09,268381.7089
857.01,532.4,2,74.25,4.22,2.89,120929.0389
792.58,809.23,4,14.98,4.94,3.55,276114.303
957.99,432.24,4,42.01,9.41,7.58,256574.4397
559.57,774.16,3,111.82,7.77,5.25,137600.1985
1204.79,425.86,5,23.67,8.32,4.18,472945.5328
1342.22,1079.89,2,48.7,6.59,6.27,129572.8694
556.89,715.67,2,36.6,5.55,2.88,161248.7798
1494.94,47.64,2,92.86,5.47,2.76,158634.0109
1461.93,637.14,3,58.68,4.37,2.28,194009.7516
1790.88,695.61,2,24.52,8.63,4.01,456965.1835
915.44,251.03,3,23.57,6.89,2.97,268454.0863
1013.51,689.68,2,64.82,8.33,6.97,274113.6555
1086.21,761.18,4,28.88,10.0,6.34,438926.1957
1241.63,332.68,2,63.7,4.58,5.1,418497.7631
550.0,610.78,3,57.32,7.51,2.67,166751.417
550.0,629.44,3,16.33,8.57,6.28,216188.2021
879.48,663.46,4,10.4,8.79,4.86,328445.3249
550.0,124.11,2,38.97,1.36,0.11,103080.8523
1663.91,801.23,3,0.25,6.49,6.39,273449.9487
638.38,710.83,4,101.86,10.0,8.61,301173.9556
1202.03,484.91,1,65.54,5.15,2.26,226058.3649
1140.45,1068.53,4,78.47,5.27,4.48,425167.2697
550.0,319.65,3,3.36,8.18,5.17,306655.055
1163.6,414.13,4,71.25,6.68,4.81,493844.755
550.0,284.75,1,54.36,5.88,2.59,98435.51986
860.83,804.15,6,57.63,7.53,5.31,372032.2221
1431.12,579.17,4,27.48,10.0,5.34,506532.904
1161.07,534.56,1,50.38,5.71,5.52,85000.0
550.0,462.36,3,30.57,7.48,5.01,224345.928
1438.23,1565.91,3,46.08,7.86,9.72,256751.1774
1345.99,210.99,3,67.57,7.3,7.14,396534.8625
1179.79,701.7,3,66.06,8.67,7.78,332189.1019
1043.59,708.55,4,85.13,2.71,5.06,291614.0944
714.9,662.04,3,10.04,4.95,2.89,361398.7754
718.51,562.48,3,5.8,4.88,7.46,346686.6221
1337.46,564.81,3,48.93,9.31,9.77,404481.797
617.43,683.11,1,49.1,1.6,1.75,143269.7371
550.0,786.86,5,80.22,7.0,4.34,284876.22
550.0,851.92,3,2.22,7.51,3.29,198274.6968
559.1,529.5,1,57.1,5.2,0.57,133859.3801
1860.12,607.87,4,7.94,5.99,6.35,829612.6819
1177.16,893.63,2,21.51,4.43,5.13,335982.5127
896.66,780.08,2,66.69,6.87,4.17,223625.846
624.05,782.08,2,83.21,7.01,7.89,189578.0677
2004.49,907.72,3,32.23,9.39,10.0,374159.8778
550.0,447.98,4,29.22,9.39,6.84,212120.0921
550.0,265.49,2,34.15,4.36,2.64,107444.0965
1498.46,289.49,5,27.92,9.52,6.29,322050.2796
644.63,26.58,3,54.61,5.0,5.08,334675.3086
1505.14,385.07,3,60.84,7.67,7.87,265407.0054
1099.56,432.09,3,77.51,7.66,4.39,281180.6138
1919.08,178.23,4,15.98,10.0,6.99,371639.9016
792.4,720.05,3,33.96,9.71,9.42,309018.0742
1486.85,117.67,3,62.93,6.05,6.28,365276.7021
1251.83,279.62,2,2.59,6.96,7.11,192110.0073
938.79,1207.74,3,23.95,5.71,2.61,387762.1979
874.22,611.22,3,39.05,6.88,3.15,254413.1466
1013.74,385.22,5,38.96,7.0,1.2,298185.6107
579.17,414.2,3,33.84,8.35,7.6,328661.4105
1183.73,458.72,2,67.29,5.96,7.53,403526.8027
1044.76,394.2,3,47.25,4.38,4.38,305972.3126
550.0,398.65,4,90.84,6.59,3.8,159151.9278
1022.41,504.11,3,39.65,8.9,3.88,500877.557
810.43,137.27,4,30.45,7.95,6.96,536029.0706
1246.98,710.19,3,39.32,8.3,6.63,467226.488
976.2,34.11,2,56.83,7.1,5.73,139404.3725
1565.14,888.22,4,45.14,6.22,8.1,594199.6817
1232.61,473.43,3,18.37,4.12,3.86,227814.0832
1335.3,635.28,4,28.55,9.48,8.71,662215.8511
550.0,547.29,4,14.48,7.99,4.68,324162.0997
605.16,105.74,2,29.46,4.91,3.82,300946.7406
550.0,598.67,2,80.89,5.59,4.81,219833.9251
1371.3,669.83,4,32.74,9.25,4.44,685133.8945
811.64,66.66,1,9.43,4.66,3.65,105967.4529
962.85,232.1,3,10.35,8.29,4.66,378592.8484
996.4,462.37,2,121.06,4.75,2.25,252206.3363
1575.36,608.6,2,17.52,6.16,6.16,200331.3534
875.41,387.68,4,64.21,5.72,1.62,165834.1971
812.78,367.24,4,69.96,8.53,5.86,410459.3708
691.66,41.14,2,46.06,5.76,2.68,96863.68367
1447.9,353.04,3,2.97,7.65,6.72,367594.2369
1505.89,1089.14,1,48.31,8.18,4.97,334478.0946
1995.6,832.96,3,69.53,9.82,6.86,342679.5368
680.27,389.08,2,73.45,6.04,3.68,144362.9708
1496.88,697.14,5,37.08,10.0,7.48,475523.4029
590.26,327.18,4,23.48,7.58,4.43,456164.2115
1229.94,355.61,2,72.59,10.0,7.93,313652.0388
761.51,612.64,4,11.8,5.09,4.71,330395.2954
550.0,463.41,1,13.78,8.01,2.92,231074.2306
1411.12,402.09,4,66.86,8.43,5.81,285138.4883
826.42,549.53,3,87.64,5.31,2.02,228904.7746
1475.81,311.06,4,22.73,4.96,5.39,434637.2054
550.0,538.91,4,38.35,3.74,5.46,429663.1204
1216.33,298.63,4,10.06,10.0,7.31,722574.6253
550.0,263.71,3,51.74,7.99,2.54,122436.7116
1115.77,706.24,3,86.79,6.03,2.69,291613.4365
985.17,1033.66,2,51.07,5.15,3.2,130765.982
1125.46,1066.76,3,16.53,5.99,4.79,163287.2633
2592.94,400.44,3,89.02,5.21,7.87,789259.36
950.35,926.39,3,111.62,5.96,6.79,337003.2336
1378.36,980.86,2,16.68,7.52,4.12,413003.9979
893.55,4.85,4,48.38,7.14,0.46,470714.7115
1930.0,533.78,3,18.87,7.36,5.86,596002.3773
1013.29,48.9,2,103.3,6.09,2.64,170764.9409
1529.95,182.81,3,21.28,6.33,9.47,660281.9581
1523.56,665.9,3,68.25,8.34,5.17,380782.1881
781.98,419.94,4,62.47,4.5,2.52,417593.3801
1454.39,25.06,3,78.07,7.65,2.88,496358.2834
659.08,765.5,4,84.6,10.0,8.62,557698.2794
550.0,204.36,1,106.36,2.07,0.39,190469.5938
1228.89,811.54,4,64.24,10.0,8.22,625748.35
1433.02,1066.27,1,61.39,6.24,4.41,222101.5906
821.43,800.0,3,35.88,8.24,4.44,554555.2712
1160.49,162.88,3,39.63,8.28,7.8,340925.1564
1168.67,750.11,2,56.8,6.12,7.03,175648.9446
550.0,704.41,3,62.22,5.34,3.78,121420.1686
862.9,238.83,4,9.53,7.47,4.77,760446.2967
1417.34,374.73,2,61.04,2.66,3.73,182395.2099
550.0,779.04,3,9.09,5.07,5.74,404654.1572
1571.7,424.93,4,31.72,6.15,7.39,640135.6395
601.46,414.33,3,34.92,5.63,6.28,285644.6181
550.0,12.93,2,33.46,4.74,3.95,112529.2773
1109.85,265.66,2,46.62,6.72,6.63,197180.0
1536.47,318.57,2,98.22,4.63,2.38,300227.2395
895.14,227.24,3,57.28,5.24,4.91,202880.5964
786.88,585.04,3,29.73,7.34,6.76,280460.0013
590.41,340.12,1,45.72,8.86,5.51,104435.5011
550.0,951.96,5,69.83,9.61,8.92,345373.5712
615.55,286.22,4,43.96,6.94,4.35,248403.4061
1808.9,172.86,3,62.76,7.79,6.54,683500.7185
965.33,167.4,3,20.43,7.84,6.75,414467.0282
935.16,462.56,4,116.64,10.0,4.3,476570.3733
1648.71,817.04,2,13.37,7.05,8.17,445799.2446
1620.64,402.32,2,58.94,6.21,5.41,313430.0109
1531.42,1096.88,4,43.79,4.07,6.06,586225.2075
665.08,342.61,3,66.85,7.08,4.08,330678.6526
1423.57,249.96,6,54.89,8.87,9.68,931377.1891
829.55,467.36,4,67.09,9.02,4.85,266749.8707
774.79,367.35,2,25.05,7.55,5.08,150955.8344
808.7,585.36,3,54.35,6.07,5.33,204501.6496
1220.57,986.43,3,30.66,8.77,3.79,226404.3435
2121.6,416.2,3,47.98,7.3,5.92,277702.0739
1546.85,350.83,3,9.02,7.66,8.33,423935.6588
1193.27,514.51,3,38.72,6.79,1.51,265124.8389
1515.07,949.39,3,64.97,6.19,4.64,366361.8071
571.69,709.35,3,23.02,1.97,1.65,133591.3704
707.14,424.38,4,7.86,8.07,4.71,401829.2799
1417.24,573.58,4,7.1,9.75,10.0,500642.8657
868.5,93.81,4,52.24,7.86,5.85,418899.9362
1538.12,905.75,3,9.84,7.59,6.24,556251.2911
1440.35,326.94,3,54.7,7.48,5.69,436602.8189
1177.49,863.48,3,15.19,4.74,3.66,319668.9235
897.6,567.27,4,30.06,6.38,2.96,297866.4092
828.83,65.86,2,1.69,3.09,4.78,168100.8249
859.96,133.08,3,63.9,9.7,5.36,399559.1881
571.99,1014.71,4,6.24,5.56,4.06,296815.2986
550.0,232.4,4,41.46,6.9,2.6,216691.1785
1466.77,862.44,3,12.44,8.77,5.76,342115.0793
661.47,583.96,2,13.6,8.04,3.37,88969.66014
1173.31,245.29,1,18.36,4.64,5.84,208764.2546
1475.63,416.89,4,36.99,7.95,7.71,298957.4967
550.0,643.85,5,61.05,5.36,5.59,266952.8137
994.11,841.01,3,80.63,9.13,7.99,516382.1541
617.7,337.07,2,77.58,3.81,4.86,172426.9023
1295.39,1022.91,2,131.98,4.99,1.93,199372.794
550.0,350.39,2,74.45,5.26,4.54,155726.5703
1454.19,640.5,1,80.34,8.36,5.34,180015.2789
1496.1,759.92,2,104.36,6.26,5.92,208805.3098
1342.51,418.09,4,89.1,4.63,3.06,334952.6535
987.0,538.63,4,5.77,10.0,8.09,669964.7707
854.64,411.4,3,77.16,1.78,3.28,165809.6323
864.12,306.02,3,34.27,4.42,6.06,333524.6641
933.34,590.33,2,9.81,10.0,5.97,312146.1179
1366.15,684.88,4,16.6,6.4,6.27,557907.882
984.08,731.79,2,70.55,6.44,6.05,570208.7807
978.82,703.47,3,51.73,6.94,5.23,212593.3699
